strain	date	date_submitted	clade_membership	region	host	country	recency	lineage	author	accession	dinuc_context_fraction	GA_CT_fraction
MPXV/ITM_pt_10/Belgium/1-Jun-2022	2022-06-01	2022-08-04	IIb	Europe	Homo sapiens	Belgium	Older	B.1	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	OP144211		1.00
MpxV/Spain/MD-HGUGM-6532064/2022	2022-05-27	2022-06-09	IIb	Europe	Homo sapiens	Spain	Older	B.1.8	Buenestado-Serrano,S., Palomino-Cabrera,R., Penas-Utrilla,D., Rodriguez-Grande,J., Sola Campoy,P., Perez-Lago,L., Rodriguez-Grande,C., Herranz Martin,M., Suarez,J., Catalan,P., Munoz,P., Garcia de Viedma,D.	ON720849	1.00	1.00
MPXV/ES0001/HUGTiP/2022	2022-05-20	2022-05-27	IIb	Europe	Homo sapiens	Spain	Older	B.1.8	Martinez-Puchol,S., Coello,A., Bordoy,A.E., Soler,L., Panisello,D., Gonzalez-Gomez,S., Clara,G., Paris de Leon,A., Not,A., Hernandez,A., Bofill-Mas,S., Saludes,V., Blanco,I., Martro,E., Cardona,P.-J.	ON622718		
hMpxV/UK/LMO-026a/2022	2022-07-01	2022-09-08	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.8	McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E.	OP390194		1.00
MPXV/Germany/2022/RKI190	2022-08-01	2022-08-17	IIb	Europe	Homo sapiens	Germany	Older	B.1.8	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP215232	1.00	1.00
MPXV/Germany/2022/RKI358	2022-09-01	2022-09-21	IIb	Europe	Homo sapiens	Germany	Older	B.1.8	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP484679	1.00	1.00
MPXV/Germany/2022/RKI134	2022-07-01	2022-07-06	IIb	Europe	Homo sapiens	Germany	Older	B.1.8	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON929089	1.00	1.00
NJ-MPXV-044	2022-07-21	2022-11-22	IIb	North America	Homo sapiens	USA	Older	B.1.12	Palmateer,N.C.	OP879758	1.00	0.86
MPXV_USA_2022_NY0028	2022-06-13	2022-09-06	IIb	North America	Homo sapiens	USA	Older	B.1.12	Gigante,C.M., Hughes,S., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y.	OP378701	1.00	1.00
MpxV/human/CAN/UN-NML-3972/2022	2022-07-04	2022-08-22	IIb	North America	Homo sapiens	Canada	Older	B.1.12	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J.	OP270022	1.00	1.00
hMPXV-IHU00008	2022-07-05	2022-09-07	IIb	Europe	Homo sapiens	France	Older	B.1.12	Colson,P.	OP382485	1.00	1.00
MPXV_USA_2022_NE0002	2022-07-01	2022-08-26	IIb	North America	Homo sapiens	USA	Older	B.1.12	Gigante,C.M., Iwen,P.C., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Donahue,M., Li,Y.	OP303792		
MPXV_USA_2022_NE0001	2022-06-16	2022-08-26	IIb	North America	Homo sapiens	USA	Older	B.1.12	Gigante,C.M., Iwen,P.C., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Donahue,M., Li,Y.	OP303791		
INMI-Pt4	2022-05-21	2022-06-16	IIb	Europe	Homo sapiens	Italy	Older	B.1.5	Gramigna,G., Giombini,E., Gruber,C.E.M., Rueca,M., Carletti,F., Cicalini,S., Lapa,D., Puro,V., Marani,A., Fabeni,L., Butera,O., Colavita,F., Meschi,S., Matusali,G., Rivano Capparuccia,M., Specchiarello,E., Vairo,F., Vaia,F., Nicastri,E., Antinori,A., Girardi,E., Maggi,F.	ON780017		
MPXV_USA_2022_GA001	2022-05-21	2022-08-04	IIb	North America	Homo sapiens	USA	Older	B.1.5	Gigante,C., Xia,D., Seabolt,M., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Plipat,N., Li,Y.	OP150925		
hMPXV-CH-38347314/2022	2022-06-08	2022-11-07	IIb	Europe	Homo sapiens	Switzerland	Older	B.1.5	Laubscher,F., Marques-Melancia,S., Cordey,S., Schibler,M., Kaiser,L., Renzoni,A.	OP783902		
hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022	2022-06-02	2022-06-17	IIb	Europe	Homo sapiens	Switzerland	Older	B.1.5	Kufner,V., Ziltener,G., Zaheri,M., Schmutz,S., Audige,A., Bernasconi,O., Steiner,K., Huder,J., Shah,C., Capaul,R., Bloemberg,G., Boeni,J., Huber,M., Trkola,A.	ON792322		
Monkeypox/PT0579/2022	2022-09-10	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.5	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555650	1.00	1.00
SIC-AOUP-UNIPA_VL_9aug	2022-08-09	2022-09-02	IIb	Europe	Homo sapiens	Italy	Older	B.1.5	Tramuto,F.	OP358276	1.00	0.80
MPXV/Germany/2022/RKI140	2022-07-31	2022-07-11	IIb	Europe	Homo sapiens	Germany	Older	B.1.5	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	ON959149	1.00	1.00
hMpxV/USA/CA-CDPH-000055/2022	2022-10-07	2022-11-21	IIb	North America	Homo sapiens	USA	Older	B.1	Haw,M., Probert,W., Espinosa,A., Kath,C., O'Neil,R., Bell,J., Hacker,J.	OP863229	1.00	1.00
hMPXV/Austria/MUW1538395/2022	2022-08-01	2022-09-13	IIb	Europe	Homo sapiens	Austria	Older	B.1	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	OP422341		
hMPXV/Austria/MUW1539124/2022	2022-08-02	2022-09-13	IIb	Europe	Homo sapiens	Austria	Older	B.1	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	OP422342		1.00
Monkeypox/PT0580/2022	2022-09-09	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555651	1.00	1.00
Monkeypox/PT0567/2022	2022-09-03	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555638		
Monkeypox/PT0578/2022	2022-09-12	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555649		
Monkeypox/PT0568/2022	2022-09-02	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555639		
ANT-LDSP-ANT-MPX-23596-O	2022-08-29	2022-09-19	IIb	South America	Homo sapiens	Colombia	Older	B.1	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP459211	1.00	1.00
hMpxV/UK/LMO-029a/2022	2022-07-07	2022-09-08	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1	McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E.	OP390195	1.00	0.25
SAN_INS_MPX_0971_L	2022-10-11	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819959	1.00	1.00
CUN_INS_MPX_0649_C	2022-08-23	2022-10-21	IIb	South America	Homo sapiens	Colombia	Older	B.1	Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M.	OP693651	1.00	1.00
DC_INS_MPX_0082_L	2022-08-08	2022-10-21	IIb	South America	Homo sapiens	Colombia	Older	B.1	Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M.	OP693647		
VAC_INS_MPX_0960_L	2022-10-15	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819953	1.00	1.00
VAC_INS_MPX_1050_E	2022-10-26	2022-11-16	IIb	South America	Homo sapiens	Colombia	Older	B.1	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP837470		
VAC_INS_MPX_0957_HO	2022-10-15	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819951		
MPXV_IRBA22-11	2022-05-19	2022-06-14	IIb	Europe	Homo sapiens	France	Older	B.1	Jarjaval,F., Nolent,F., Criqui,A., Chapus,C., Lamer,O., Ferraris,O., Gorge,O.	ON755039		
ID6821	2022-06-21	2022-11-16	IIb	Europe	Homo sapiens	Italy	Older	B.1	Viscardi,M., Cozzolino,L., De Martinis,C., Cardillo,L., Fusco,G.	OP838893		
hMPXV-IHU00004	2022-07-04	2022-09-07	IIb	Europe	Homo sapiens	France	Older	B.1	Colson,P.	OP382481	0.50	1.00
MpxV/human/CAN/UN-NML-4017/2022	2022-07-05	2022-08-22	IIb	North America	Homo sapiens	Canada	Older	B.1	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J.	OP270026		
hMPXV-IHU00009	2022-07-07	2022-09-07	IIb	Europe	Homo sapiens	France	Older	B.1	Colson,P.	OP382486	1.00	1.00
MPXV/Germany/2022/ON/RKI375	2022-09-01	2022-09-22	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP494264	1.00	0.67
MPXV_USA_2022_NY004	2022-05-25	2022-07-11	IIb	North America	Homo sapiens	USA	Older	B.1.14	Gigante,C.M., Hughes,S., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y.	ON959135	1.00	1.00
MPXV/Germany/2022/RKI011	2022-05-24	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1.14	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON694342		
MPXV_USA_2022_NY002	2022-05-24	2022-07-11	IIb	North America	Homo sapiens	USA	Older	B.1.14	Gigante,C.M., Hughes,S., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y.	ON959133		
MPXV/Germany/2022/RKI019	2022-05-25	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1.14	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	ON694330	1.00	1.00
Monkeypox/PT0573/2022	2022-09-06	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.14	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555644	1.00	1.00
Slovenia-MPXV-10-2022	2022-07-01	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.14	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605553		
hMPXV-IHU00016	2022-07-22	2022-09-07	IIb	Europe	Homo sapiens	France	Older	B.1.14	Colson,P.	OP382493	1.00	1.00
hMPXV-IHU00015	2022-07-22	2022-09-07	IIb	Europe	Homo sapiens	France	Older	B.1.14	Colson,P.	OP382492	1.00	1.00
MPXV/Human/USA/CA-LACPHL-MA00296/2022	2022-10-04	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1.11	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890530	0.50	1.00
BOL-UNIMOL-MPX-293633-L	2022-11-15	2022-12-06	IIb	South America	Homo sapiens	Colombia	One month ago	B.1.11	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	OP959063	1.00	1.00
MPXV/Human/USA/CA-CDPH-MPX000042/2022	2022-07-28	2022-10-05	IIb	North America	Homo sapiens	USA	Older	B.1.11	Probert,W., Espinosa,A., Kath,C., Haw,M., O'Neil,R., Bell,J., Hacker,J.	OP587263	1.00	0.50
BOL-UNIMOL-MPX-293614-L	2022-11-11	2022-12-06	IIb	South America	Homo sapiens	Colombia	One month ago	B.1.11	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	OP959062		
BOL-UNIMOL-MPX-293772-L	2022-11-17	2022-12-06	IIb	South America	Homo sapiens	Colombia	One month ago	B.1.11	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	OP959064		
SAN_INS_MPX_0973_L	2022-10-17	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1.11	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819960	1.00	1.00
MpxV/human/USA/WA-UW-098408/2022	2022-09-12	2022-10-31	IIb	North America	Homo sapiens	USA	Older	B.1.11	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP743990	1.00	1.00
MpxV/human/USA/WA-UW-092407/2022	2022-09-11	2022-10-31	IIb	North America	Homo sapiens	USA	Older	B.1.11	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP743974		
MpxV/human/USA/WA-UW-094603/2022	2022-09-13	2022-10-31	IIb	North America	Homo sapiens	USA	Older	B.1.11	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP743993		
MpxV/human/USA/WA-UW-109000/2022	2022-10-01	2022-10-31	IIb	North America	Homo sapiens	USA	Older	B.1.11	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP747058		
hMPX/USA/CA-LACPHL-MA00165/2022	2022-08-01	2022-10-04	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP580598		
MPXV/Germany/2022/RKI018	2022-05-31	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	ON694335		
DC_INS_MPX_0722_L	2022-08-23	2022-10-21	IIb	South America	Homo sapiens	Colombia	Older	B.1	Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M.	OP693654		
Monkeypox/PT0129/2022	2022-07-12	2022-08-29	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP324453	1.00	1.00
BOL-UNIMOL-MPX-292803-L	2022-08-02	2022-09-08	IIb	South America	Homo sapiens	Colombia	Older	B.1	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	OP390175		
BOL-UNIMOL-MPX-293136-L	2022-09-06	2022-10-13	IIb	South America	Homo sapiens	Colombia	Older	B.1	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	OP623591		
BOL-UNIMOL-MPX-293064-O	2022-08-30	2022-10-13	IIb	South America	Homo sapiens	Colombia	Older	B.1	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	OP623589		
BOL-UNIMOL-MPX-293130-L	2022-09-03	2022-10-13	IIb	South America	Homo sapiens	Colombia	Older	B.1	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	OP623590		
CES-UNIMOL-MPX-202203848-L	2022-09-14	2022-12-06	IIb	South America	Homo sapiens	Colombia	One month ago	B.1	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	OP959066		
MET_INS_MPX_0956_C	2022-10-12	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819950	1.00	1.00
hMPXV/Austria/MUW1531254/2022	2022-07-04	2022-07-19	IIb	Europe	Homo sapiens	Austria	Older	B.1	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	OP019277	1.00	1.00
MpxV/human/CAN/UN-NML-3607/2022	2022-06-09	2022-07-19	IIb	North America	Homo sapiens	Canada	Older	B.1	Duggan,A., Hole,D., Yadav,C., Knox,N., Chapel,M., Tyler,A., Haidl,E., Domselaar,G.V., Antonation,K., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Jolly,G., Fafard,J., Charest,H., Levade,I.	OP013010		
MpxV/human/CAN/UN-NML-3907/2022	2022-06-27	2022-07-26	IIb	North America	Homo sapiens	Canada	Older	B.1	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Jolly,G., Griffiths,E., Charest,H., Levade,I., Fafard,J.	OP062231		
MpxV/human/CAN/UN-NML-3450/2022	2022-06-03	2022-06-30	IIb	North America	Homo sapiens	Canada	Older	B.1	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	ON880549		
MpxV/human/CAN/UN-NML-3542/2022	2022-06-07	2022-07-19	IIb	North America	Homo sapiens	Canada	Older	B.1	Duggan,A., Hole,D., Yadav,C., Knox,N., Chapel,M., Tyler,A., Haidl,E., Domselaar,G.V., Antonation,K., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Jolly,G., Fafard,J., Charest,H., Levade,I.	OP013006		
MpxV/human/CAN/UN-NML-3817/2022	2022-06-16	2022-07-26	IIb	North America	Homo sapiens	Canada	Older	B.1	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Jolly,G., Griffiths,E., Charest,H., Levade,I., Fafard,J.	OP062229		
MpxV/human/CAN/UN-NML-4150/2022	2022-07-05	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279046		
MpxV/human/CAN/UN-NML-4014/2022	2022-07-05	2022-08-22	IIb	North America	Homo sapiens	Canada	Older	B.1	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J.	OP270025	1.00	1.00
MpxV/human/CAN/UN-NML-3975/2022	2022-07-04	2022-08-22	IIb	North America	Homo sapiens	Canada	Older	B.1	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J.	OP270023		
MpxV/human/CAN/UN-NML-3971/2022	2022-07-04	2022-08-22	IIb	North America	Homo sapiens	Canada	Older	B.1	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J.	OP270021		
MpxV/human/CAN/UN-NML-4050/2022	2022-07-11	2022-08-16	IIb	North America	Homo sapiens	Canada	Older	B.1	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Griffiths,E., Leung,A., MacKenzie,K., Lang,A., Minion,J.	OP226139		
hMPX/Human/USA/CA-LACPHL-MA00078/2022	2022-08-05	2022-09-15	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.	OP442539	1.00	1.00
MPXV/Human/USA/CA-LACPHL-MA00335/2022	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890563	1.00	0.50
MPXV/Human/USA/CA-LACPHL-MA00336/2022	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890564		
MPXV/Human/USA/CA-LACPHL-MA00312/2022	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890569	1.00	0.50
MPXV/Human/USA/CA-LACPHL-MA00333/2022	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890561		
MPXV/Human/USA/CA-LACPHL-MA00315/2022	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890572		
MPXV/Human/USA/CA-LACPHL-MA00326/2022	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890554	1.00	1.00
Monkeypox virus/Human/USA/CA-LACPHL-MA00259/2022	2022-10-13	2022-11-01	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP748945	1.00	1.00
MPXV/Human/USA/CA-LACPHL-MA00327/2022	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890555		
MPXV/Human/USA/CA-LACPHL-MA00318/2022	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890575		
MPXV/Human/USA/CA-LACPHL-MA00332/2022	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890560		
