strain	accession	date	date_submitted	clade_membership	region	host	country	recency	lineage	author	dinuc_context_fraction	GA_CT_fraction
MPXV/ITM_pt_07/Belgium/30-May-2022	OP144216	2022-05-30	2022-08-04	IIb	Europe	Homo sapiens	Belgium	Older	B.1	"De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P."		
MPXV/ITM_pt_09/Belgium/2-Jun-2022	OP144217	2022-06-02	2022-08-04	IIb	Europe	Homo sapiens	Belgium	Older	B.1	"De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P."	1.00	1.00
MPXV/ITM_pt_10/Belgium/1-Jun-2022	OP144211	2022-06-01	2022-08-04	IIb	Europe	Homo sapiens	Belgium	Older	B.1	"De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P."		1.00
MpxV/Spain/MD-HGUGM-6532064/2022	ON720849	2022-05-27	2022-06-09	IIb	Europe	Homo sapiens	Spain	Older	B.1.8	"Buenestado-Serrano,S., Palomino-Cabrera,R., Penas-Utrilla,D., Rodriguez-Grande,J., Sola Campoy,P., Perez-Lago,L., Rodriguez-Grande,C., Herranz Martin,M., Suarez,J., Catalan,P., Munoz,P., Garcia de Viedma,D."	1.00	1.00
MPXV/ES0001/HUGTiP/2022	ON622718	2022-05-20	2022-05-27	IIb	Europe	Homo sapiens	Spain	Older	B.1.8	"Martinez-Puchol,S., Coello,A., Bordoy,A.E., Soler,L., Panisello,D., Gonzalez-Gomez,S., Clara,G., Paris de Leon,A., Not,A., Hernandez,A., Bofill-Mas,S., Saludes,V., Blanco,I., Martro,E., Cardona,P.-J."		
hMpxV/UK/LMO-026a/2022	OP390194	2022-07-01	2022-09-08	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.8	"McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E."		1.00
MPXV/Germany/2022/RKI190	OP215232	2022-08-01	2022-08-17	IIb	Europe	Homo sapiens	Germany	Older	B.1.8	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	1.00
MPXV/Germany/2022/RKI358	OP484679	2022-09-01	2022-09-21	IIb	Europe	Homo sapiens	Germany	Older	B.1.8	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	1.00
MPXV/Germany/2022/RKI134	ON929089	2022-07-01	2022-07-06	IIb	Europe	Homo sapiens	Germany	Older	B.1.8	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	1.00
NJ-MPXV-044	OP879758	2022-07-21	2022-11-22	IIb	North America	Homo sapiens	USA	Older	B.1.12	"Palmateer,N.C."	1.00	0.86
MPXV_USA_2022_NY0028	OP378701	2022-06-13	2022-09-06	IIb	North America	Homo sapiens	USA	Older	B.1.12	"Gigante,C.M., Hughes,S., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y."	1.00	1.00
MpxV/human/CAN/UN-NML-3972/2022	OP270022	2022-07-04	2022-08-22	IIb	North America	Homo sapiens	Canada	Older	B.1.12	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J."	1.00	1.00
hMPXV-IHU00008	OP382485	2022-07-05	2022-09-07	IIb	Europe	Homo sapiens	France	Older	B.1.12	"Colson,P."	1.00	1.00
MPXV_USA_2022_NE0002	OP303792	2022-07-01	2022-08-26	IIb	North America	Homo sapiens	USA	Older	B.1.12	"Gigante,C.M., Iwen,P.C., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Donahue,M., Li,Y."		
MPXV_USA_2022_NE0001	OP303791	2022-06-16	2022-08-26	IIb	North America	Homo sapiens	USA	Older	B.1.12	"Gigante,C.M., Iwen,P.C., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Donahue,M., Li,Y."		
INMI-Pt4	ON780017	2022-05-21	2022-06-16	IIb	Europe	Homo sapiens	Italy	Older	B.1.5	"Gramigna,G., Giombini,E., Gruber,C.E.M., Rueca,M., Carletti,F., Cicalini,S., Lapa,D., Puro,V., Marani,A., Fabeni,L., Butera,O., Colavita,F., Meschi,S., Matusali,G., Rivano Capparuccia,M., Specchiarello,E., Vairo,F., Vaia,F., Nicastri,E., Antinori,A., Girardi,E., Maggi,F."		
MPXV_USA_2022_GA001	OP150925	2022-05-21	2022-08-04	IIb	North America	Homo sapiens	USA	Older	B.1.5	"Gigante,C., Xia,D., Seabolt,M., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Plipat,N., Li,Y."		
hMPXV-CH-38347314/2022	OP783902	2022-06-08	2022-11-07	IIb	Europe	Homo sapiens	Switzerland	Older	B.1.5	"Laubscher,F., Marques-Melancia,S., Cordey,S., Schibler,M., Kaiser,L., Renzoni,A."		
hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022	ON792322	2022-06-02	2022-06-17	IIb	Europe	Homo sapiens	Switzerland	Older	B.1.5	"Kufner,V., Ziltener,G., Zaheri,M., Schmutz,S., Audige,A., Bernasconi,O., Steiner,K., Huder,J., Shah,C., Capaul,R., Bloemberg,G., Boeni,J., Huber,M., Trkola,A."		
Monkeypox/PT0579/2022	OP555650	2022-09-10	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.5	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."	1.00	1.00
SIC-AOUP-UNIPA_VL_9aug	OP358276	2022-08-09	2022-09-02	IIb	Europe	Homo sapiens	Italy	Older	B.1.5	"Tramuto,F."	1.00	0.80
MPXV/Germany/2022/RKI140	ON959149	2022-07-31	2022-07-11	IIb	Europe	Homo sapiens	Germany	Older	B.1.5	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A."	1.00	1.00
hMpxV/USA/CA-CDPH-000055/2022	OP863229	2022-10-07	2022-11-21	IIb	North America	Homo sapiens	USA	Older	B.1	"Haw,M., Probert,W., Espinosa,A., Kath,C., O'Neil,R., Bell,J., Hacker,J."	1.00	1.00
hMPXV/Austria/MUW1538395/2022	OP422341	2022-08-01	2022-09-13	IIb	Europe	Homo sapiens	Austria	Older	B.1	"Camp,J.V., Redlberger-Fritz,M., Aberle,S.W."		
hMPXV/Austria/MUW1539124/2022	OP422342	2022-08-02	2022-09-13	IIb	Europe	Homo sapiens	Austria	Older	B.1	"Camp,J.V., Redlberger-Fritz,M., Aberle,S.W."		1.00
Monkeypox/PT0580/2022	OP555651	2022-09-09	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."	1.00	1.00
Monkeypox/PT0567/2022	OP555638	2022-09-03	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		
Monkeypox/PT0578/2022	OP555649	2022-09-12	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		
Monkeypox/PT0568/2022	OP555639	2022-09-02	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		
ANT-LDSP-ANT-MPX-23596-O	OP459211	2022-08-29	2022-09-19	IIb	South America	Homo sapiens	Colombia	Older	B.1	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."	1.00	1.00
hMpxV/UK/LMO-029a/2022	OP390195	2022-07-07	2022-09-08	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1	"McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E."	1.00	0.25
SAN_INS_MPX_0971_L	OP819959	2022-10-11	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."	1.00	1.00
CUN_INS_MPX_0649_C	OP693651	2022-08-23	2022-10-21	IIb	South America	Homo sapiens	Colombia	Older	B.1	"Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M."	1.00	1.00
DC_INS_MPX_0082_L	OP693647	2022-08-08	2022-10-21	IIb	South America	Homo sapiens	Colombia	Older	B.1	"Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M."		
VAC_INS_MPX_0960_L	OP819953	2022-10-15	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."	1.00	1.00
VAC_INS_MPX_1050_E	OP837470	2022-10-26	2022-11-16	IIb	South America	Homo sapiens	Colombia	Older	B.1	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."		
VAC_INS_MPX_0957_HO	OP819951	2022-10-15	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."		
MPXV_IRBA22-11	ON755039	2022-05-19	2022-06-14	IIb	Europe	Homo sapiens	France	Older	B.1	"Jarjaval,F., Nolent,F., Criqui,A., Chapus,C., Lamer,O., Ferraris,O., Gorge,O."		
ID6821	OP838893	2022-06-21	2022-11-16	IIb	Europe	Homo sapiens	Italy	Older	B.1	"Viscardi,M., Cozzolino,L., De Martinis,C., Cardillo,L., Fusco,G."		
hMPXV-IHU00004	OP382481	2022-07-04	2022-09-07	IIb	Europe	Homo sapiens	France	Older	B.1	"Colson,P."	0.50	1.00
MpxV/human/CAN/UN-NML-4017/2022	OP270026	2022-07-05	2022-08-22	IIb	North America	Homo sapiens	Canada	Older	B.1	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J."		
hMPXV-IHU00009	OP382486	2022-07-07	2022-09-07	IIb	Europe	Homo sapiens	France	Older	B.1	"Colson,P."	1.00	1.00
MPXV/Germany/2022/ON/RKI375	OP494264	2022-09-01	2022-09-22	IIb	Europe	Homo sapiens	Germany	Older	B.1	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	0.67
MPXV_USA_2022_NY004	ON959135	2022-05-25	2022-07-11	IIb	North America	Homo sapiens	USA	Older	B.1.14	"Gigante,C.M., Hughes,S., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y."	1.00	1.00
MPXV/Germany/2022/RKI011	ON694342	2022-05-24	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1.14	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		
MPXV_USA_2022_NY002	ON959133	2022-05-24	2022-07-11	IIb	North America	Homo sapiens	USA	Older	B.1.14	"Gigante,C.M., Hughes,S., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y."		
MPXV/Germany/2022/RKI019	ON694330	2022-05-25	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1.14	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A."	1.00	1.00
Monkeypox/PT0573/2022	OP555644	2022-09-06	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.14	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."	1.00	1.00
Slovenia-MPXV-10-2022	OP605553	2022-07-01	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.14	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."		
hMPXV-IHU00016	OP382493	2022-07-22	2022-09-07	IIb	Europe	Homo sapiens	France	Older	B.1.14	"Colson,P."	1.00	1.00
hMPXV-IHU00015	OP382492	2022-07-22	2022-09-07	IIb	Europe	Homo sapiens	France	Older	B.1.14	"Colson,P."	1.00	1.00
MPXV/Human/USA/CA-LACPHL-MA00296/2022	OP890530	2022-10-04	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1.11	"Hemarajata,P., Green,N.M., Garrigues,J.M."	0.50	1.00
BOL-UNIMOL-MPX-293633-L	OP959063	2022-11-15	2022-12-06	IIb	South America	Homo sapiens	Colombia	One month ago	B.1.11	"Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D."	1.00	1.00
MPXV/Human/USA/CA-CDPH-MPX000042/2022	OP587263	2022-07-28	2022-10-05	IIb	North America	Homo sapiens	USA	Older	B.1.11	"Probert,W., Espinosa,A., Kath,C., Haw,M., O'Neil,R., Bell,J., Hacker,J."	1.00	0.50
BOL-UNIMOL-MPX-293614-L	OP959062	2022-11-11	2022-12-06	IIb	South America	Homo sapiens	Colombia	One month ago	B.1.11	"Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D."		
BOL-UNIMOL-MPX-293772-L	OP959064	2022-11-17	2022-12-06	IIb	South America	Homo sapiens	Colombia	One month ago	B.1.11	"Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D."		
SAN_INS_MPX_0973_L	OP819960	2022-10-17	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1.11	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."	1.00	1.00
MpxV/human/USA/WA-UW-098408/2022	OP743990	2022-09-12	2022-10-31	IIb	North America	Homo sapiens	USA	Older	B.1.11	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."	1.00	1.00
MpxV/human/USA/WA-UW-092407/2022	OP743974	2022-09-11	2022-10-31	IIb	North America	Homo sapiens	USA	Older	B.1.11	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."		
MpxV/human/USA/WA-UW-094603/2022	OP743993	2022-09-13	2022-10-31	IIb	North America	Homo sapiens	USA	Older	B.1.11	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."		
MpxV/human/USA/WA-UW-109000/2022	OP747058	2022-10-01	2022-10-31	IIb	North America	Homo sapiens	USA	Older	B.1.11	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."		
hMPX/USA/CA-LACPHL-MA00165/2022	OP580598	2022-08-01	2022-10-04	IIb	North America	Homo sapiens	USA	Older	B.1	"Hemarajata,P., Green,N.M., Garrigues,J.M."		
MPXV/Germany/2022/RKI018	ON694335	2022-05-31	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A."		
DC_INS_MPX_0722_L	OP693654	2022-08-23	2022-10-21	IIb	South America	Homo sapiens	Colombia	Older	B.1	"Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M."		
Monkeypox/PT0129/2022	OP324453	2022-07-12	2022-08-29	IIb	Europe	Homo sapiens	Portugal	Older	B.1	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."	1.00	1.00
BOL-UNIMOL-MPX-292803-L	OP390175	2022-08-02	2022-09-08	IIb	South America	Homo sapiens	Colombia	Older	B.1	"Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D."		
BOL-UNIMOL-MPX-293136-L	OP623591	2022-09-06	2022-10-13	IIb	South America	Homo sapiens	Colombia	Older	B.1	"Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D."		
BOL-UNIMOL-MPX-293064-O	OP623589	2022-08-30	2022-10-13	IIb	South America	Homo sapiens	Colombia	Older	B.1	"Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D."		
BOL-UNIMOL-MPX-293130-L	OP623590	2022-09-03	2022-10-13	IIb	South America	Homo sapiens	Colombia	Older	B.1	"Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D."		
CES-UNIMOL-MPX-202203848-L	OP959066	2022-09-14	2022-12-06	IIb	South America	Homo sapiens	Colombia	One month ago	B.1	"Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D."		
MET_INS_MPX_0956_C	OP819950	2022-10-12	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."	1.00	1.00
hMPXV/Austria/MUW1531254/2022	OP019277	2022-07-04	2022-07-19	IIb	Europe	Homo sapiens	Austria	Older	B.1	"Camp,J.V., Redlberger-Fritz,M., Aberle,S.W."	1.00	1.00
MpxV/human/CAN/UN-NML-3607/2022	OP013010	2022-06-09	2022-07-19	IIb	North America	Homo sapiens	Canada	Older	B.1	"Duggan,A., Hole,D., Yadav,C., Knox,N., Chapel,M., Tyler,A., Haidl,E., Domselaar,G.V., Antonation,K., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Jolly,G., Fafard,J., Charest,H., Levade,I."		
MpxV/human/CAN/UN-NML-3907/2022	OP062231	2022-06-27	2022-07-26	IIb	North America	Homo sapiens	Canada	Older	B.1	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Jolly,G., Griffiths,E., Charest,H., Levade,I., Fafard,J."		
MpxV/human/CAN/UN-NML-3450/2022	ON880549	2022-06-03	2022-06-30	IIb	North America	Homo sapiens	Canada	Older	B.1	"Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J."		
MpxV/human/CAN/UN-NML-3542/2022	OP013006	2022-06-07	2022-07-19	IIb	North America	Homo sapiens	Canada	Older	B.1	"Duggan,A., Hole,D., Yadav,C., Knox,N., Chapel,M., Tyler,A., Haidl,E., Domselaar,G.V., Antonation,K., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Jolly,G., Fafard,J., Charest,H., Levade,I."		
MpxV/human/CAN/UN-NML-3817/2022	OP062229	2022-06-16	2022-07-26	IIb	North America	Homo sapiens	Canada	Older	B.1	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Jolly,G., Griffiths,E., Charest,H., Levade,I., Fafard,J."		
MpxV/human/CAN/UN-NML-4150/2022	OP279046	2022-07-05	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N."		
MpxV/human/CAN/UN-NML-4014/2022	OP270025	2022-07-05	2022-08-22	IIb	North America	Homo sapiens	Canada	Older	B.1	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J."	1.00	1.00
MpxV/human/CAN/UN-NML-3975/2022	OP270023	2022-07-04	2022-08-22	IIb	North America	Homo sapiens	Canada	Older	B.1	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J."		
MpxV/human/CAN/UN-NML-3971/2022	OP270021	2022-07-04	2022-08-22	IIb	North America	Homo sapiens	Canada	Older	B.1	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J."		
MpxV/human/CAN/UN-NML-4050/2022	OP226139	2022-07-11	2022-08-16	IIb	North America	Homo sapiens	Canada	Older	B.1	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Griffiths,E., Leung,A., MacKenzie,K., Lang,A., Minion,J."		
hMPX/Human/USA/CA-LACPHL-MA00078/2022	OP442539	2022-08-05	2022-09-15	IIb	North America	Homo sapiens	USA	Older	B.1	"Hemarajata,P., Green,N.M., Garrigues,J."	1.00	1.00
MPXV/Human/USA/CA-LACPHL-MA00335/2022	OP890563	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	"Hemarajata,P., Green,N.M., Garrigues,J.M."	1.00	0.50
MPXV/Human/USA/CA-LACPHL-MA00336/2022	OP890564	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	"Hemarajata,P., Green,N.M., Garrigues,J.M."		
MPXV/Human/USA/CA-LACPHL-MA00312/2022	OP890569	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	"Hemarajata,P., Green,N.M., Garrigues,J.M."	1.00	0.50
MPXV/Human/USA/CA-LACPHL-MA00333/2022	OP890561	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	"Hemarajata,P., Green,N.M., Garrigues,J.M."		
MPXV/Human/USA/CA-LACPHL-MA00315/2022	OP890572	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	"Hemarajata,P., Green,N.M., Garrigues,J.M."		
