strain_country_date	accession	date	region_coarse	country	strain
MpxV/human/CAN/UN-NML-4113/2022_Canada_2022-07-04	OP279037	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4113/2022
MPXV/Germany/2022/ON/RKI654_Germany_2022-08-01	OQ159049	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI654
MPXV/Germany/2022/RKI551_Germany_2022-06-01	OP715831	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI551
MpxV/human/USA/WA-UW-089756/2022_USA_2022-08-01	OP743955	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-089756/2022
hMPXV-IHU00011_France_2022-07-19	OP382488	2022-07-19	Western Europe	France	hMPXV-IHU00011
MpxV/human/USA/WA-UW-082531/2022_USA_2022-08-01	OP628448	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-082531/2022
MPXV/Germany/2022/RKI122_Germany_2022-07-01	ON929077	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI122
MPXV/Germany/2022/RKI182_Germany_2022-07-01	OP018605	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI182
MPXV/Germany/2022/RKI020_Germany_2022-05-31	ON694337	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI020
MPXV/Germany/2022/RKI023_Germany_2022-05-31	ON694332	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI023
MPXV/Germany/2022/RKI378_Germany_2022-09-01	OP523980	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI378
hMPXV-IHU00002_France_2022-07-01	OP382479	2022-07-01	Western Europe	France	hMPXV-IHU00002
MPXV/Germany/2022/RKI022_Germany_2022-05-11	ON694333	2022-05-11	Western Europe	Germany	MPXV/Germany/2022/RKI022
MPXV/Germany/2022/RKI014_Germany_2022-05-11	ON694340	2022-05-11	Western Europe	Germany	MPXV/Germany/2022/RKI014
MPXV/Germany/2022/RKI017_Germany_2022-05-11	ON694338	2022-05-11	Western Europe	Germany	MPXV/Germany/2022/RKI017
MPXV/Germany/2022/ON/RKI671_Germany_2022-05-31	OQ274890	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/ON/RKI671
MPXV/Germany/2022/RKI486_Germany_2022-07-24	OP626124	2022-07-24	Western Europe	Germany	MPXV/Germany/2022/RKI486
Monkeypox/PT0564/2022_Portugal_2022-09-05	OP555635	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0564/2022
hMpxV/Switzerland/ZH-UZH-IMV-3ba6450e/2022_Switzerland_2022-06-02	ON792321	2022-06-02	Western Europe	Switzerland	hMpxV/Switzerland/ZH-UZH-IMV-3ba6450e/2022
MPXV/Germany/2022/RKI132_Germany_2022-07-01	ON929087	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI132
MPXV/Germany/2022/RKI437_Germany_2022-09-01	OP594201	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI437
MPXV/Germany/2022/RKI402_Germany_2022-09-01	OP524003	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI402
MPXV/Germany/2022/RKI021_Germany_2022-05-31	ON694334	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI021
MPXV/Germany/2022/RKI538_Germany_2022-06-30	OP715818	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI538
MPXV/Germany/2022/RKI532_Germany_2022-07-01	OP689686	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI532
MPXV/Germany/2022/RKI01_Germany_2022-05-15	ON637938	2022-05-15	Western Europe	Germany	MPXV/Germany/2022/RKI01
CVR_MPXV1a_UnitedKingdom_2022-05-15	ON808413	2022-05-15	Western Europe	United Kingdom	CVR_MPXV1a
hMPXV/Austria/MUW1527495/2022_Austria_2022-06-21	OP019276	2022-06-21	Western Europe	Austria	hMPXV/Austria/MUW1527495/2022
MPXV/Germany/2022/RKI026_Germany_2022-06-01	ON755232	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI026
MPXV/Germany/2022/RKI015_Germany_2022-05-15	ON694331	2022-05-15	Western Europe	Germany	MPXV/Germany/2022/RKI015
MPXV/Germany/2022/RKI115_Germany_2022-07-01	ON929073	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI115
MPXV/Germany/2022/RKI051_Germany_2022-06-01	ON813251	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI051
MPXV/Germany/2022/RKI342_Germany_2022-09-01	OP484695	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI342
MPX_dDDHx_9000207_UnitedKingdom_2022-06-08	OP415188	2022-06-08	Western Europe	United Kingdom	MPX_dDDHx_9000207
MPXV/Germany/2022/ON/RKI672_Germany_2022-05-15	OQ274891	2022-05-15	Western Europe	Germany	MPXV/Germany/2022/ON/RKI672
MPXV-USA-IL-IDPH-003_USA_2022-06-06	OP536664	2022-06-06	North America	USA	MPXV-USA-IL-IDPH-003
MPXV/Germany/2022/RKI016_Germany_2022-05-15	ON694339	2022-05-15	Western Europe	Germany	MPXV/Germany/2022/RKI016
MPXV/Germany/2022/RKI574_Germany_2022-06-01	OP837336	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI574
MPXV/Germany/2022/RKI093_Germany_2022-06-29	ON853672	2022-06-29	Western Europe	Germany	MPXV/Germany/2022/RKI093
MPXV/Germany/2022/RKI494_Germany_2022-07-31	OP626132	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI494
MPXV/Germany/2022/RKI186_Germany_2022-08-01	OP215207	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI186
Monkeypox/PT0570/2022_Portugal_2022-09-02	OP555641	2022-09-02	Southern Europe	Portugal	Monkeypox/PT0570/2022
MPX/PT0114/2022_Portugal_2022-07-15	OP245348	2022-07-15	Southern Europe	Portugal	MPX/PT0114/2022
MPXV/Germany/2022/RKI180_Germany_2022-07-01	OP018589	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI180
MPXV/Germany/2022/RKI515_Germany_2022-06-24	OP689668	2022-06-24	Western Europe	Germany	MPXV/Germany/2022/RKI515
MPXV/Germany/2022/RKI080_Germany_2022-06-24	ON853662	2022-06-24	Western Europe	Germany	MPXV/Germany/2022/RKI080
PrEV_case_1_Belgium_2022-08-27	OP727821	2022-08-27	Western Europe	Belgium	PrEV_case_1
Monkeypox/PT0356/2022_Portugal_2022-05-23	OP414383	2022-05-23	Southern Europe	Portugal	Monkeypox/PT0356/2022
MPXV22/human/USA-NE-63_USA_2022-07-25	OP171924	2022-07-25	North America	USA	MPXV22/human/USA-NE-63
MPXV_UK_2022_9000158_UnitedKingdom_2022-07-07	OP205116	2022-07-07	Western Europe	United Kingdom	MPXV_UK_2022_9000158
hMpxV/Switzerland/ZH-UZH-IMV-3ba6449f/2022_Switzerland_2022-06-01	ON792320	2022-06-01	Western Europe	Switzerland	hMpxV/Switzerland/ZH-UZH-IMV-3ba6449f/2022
MPXV/Germany/2022/ON/RKI670_Germany_2022-05-19	OQ274889	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI670
hMpxV/UK/LMO-043a/2022_UnitedKingdom_2022-07-20	OP390204	2022-07-20	Western Europe	United Kingdom	hMpxV/UK/LMO-043a/2022
Monkeypox/PT0562/2022_Portugal_2022-09-01	OP555633	2022-09-01	Southern Europe	Portugal	Monkeypox/PT0562/2022
MPX_0MZd8B_9000260_UnitedKingdom_2022-08-01	OP415229	2022-08-01	Western Europe	United Kingdom	MPX_0MZd8B_9000260
MPXV/Spain/HUNSC_ITER_0001b/2022_Spain_2022-05-31	ON782055	2022-05-31	Southern Europe	Spain	MPXV/Spain/HUNSC_ITER_0001b/2022
MPXV/Spain/HUNSC_ITER_0001a/2022_Spain_2022-05-31	ON782054	2022-05-31	Southern Europe	Spain	MPXV/Spain/HUNSC_ITER_0001a/2022
MN-MDH-MPXV_0016_USA_2022-07-18	OP597790	2022-07-18	North America	USA	MN-MDH-MPXV_0016
Slovenia-MPXV-22-2022_Slovenia_2022-07-12	OP605564	2022-07-12	Central Europe	Slovenia	Slovenia-MPXV-22-2022
MPXV_SI2022_S3_Slovenia_2022-06-01	ON754984	2022-06-01	Central Europe	Slovenia	MPXV_SI2022_S3
MPXV_SI2022_S5_Slovenia_2022-06-01	ON754986	2022-06-01	Central Europe	Slovenia	MPXV_SI2022_S5
Monkeypox/PT0518/2022_Portugal_2022-08-17	OP555589	2022-08-17	Southern Europe	Portugal	Monkeypox/PT0518/2022
RNA_6b9udi_Slovakia_2022-07-04	OX248696	2022-07-04	Central Europe	Slovakia	RNA_6b9udi
NJ-MPXV-017-rep2_USA_2022-06-29	OP879736	2022-06-29	North America	USA	NJ-MPXV-017-rep2
Slovenia-MPXV-26-2022_Slovenia_2022-07-31	OP605568	2022-07-31	Central Europe	Slovenia	Slovenia-MPXV-26-2022
MPXV/Germany/2022/ON/RKI669_Germany_2022-05-19	OQ274888	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI669
MPXV_FR_HCL0001_2022_France_2022-05-22	ON622722	2022-05-22	Western Europe	France	MPXV_FR_HCL0001_2022
MPXV_UK_2022_9000061_UnitedKingdom_2022-05-27	OP205067	2022-05-27	Western Europe	United Kingdom	MPXV_UK_2022_9000061
MpxV/human/USA/WA-UW-073669/2022_USA_2022-07-01	OP123049	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-073669/2022
Slovenia-MPXV-09-2022_Slovenia_2022-06-01	OP605552	2022-06-01	Central Europe	Slovenia	Slovenia-MPXV-09-2022
MPXV/Germany/2022/RKI042_Germany_2022-06-01	ON755248	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI042
SI2022_S7_Slovenia_2022-06-01	ON838178	2022-06-01	Central Europe	Slovenia	SI2022_S7
Slovenia-MPXV-08-2022_Slovenia_2022-06-01	OP605551	2022-06-01	Central Europe	Slovenia	Slovenia-MPXV-08-2022
MPXV_SI2022_S4_Slovenia_2022-06-01	ON754985	2022-06-01	Central Europe	Slovenia	MPXV_SI2022_S4
MPXV_SI2022_S1_VEROE6_Slovenia_2022-05-23	ON754987	2022-05-23	Central Europe	Slovenia	MPXV_SI2022_S1_VEROE6
SLO_Slovenia_2022-05-23	ON609725	2022-05-23	Central Europe	Slovenia	SLO
MPXV/Germany/2022/RKI371_Germany_2022-09-24	OP484692	2022-09-24	Western Europe	Germany	MPXV/Germany/2022/RKI371
Slovenia-MPXV-20-2022_Slovenia_2022-07-22	OP605562	2022-07-22	Central Europe	Slovenia	Slovenia-MPXV-20-2022
Slovenia-MPXV-18-2022_Slovenia_2022-07-31	OP605560	2022-07-31	Central Europe	Slovenia	Slovenia-MPXV-18-2022
Slovenia-MPXV-32-2022_Slovenia_2022-07-14	OP605574	2022-07-14	Central Europe	Slovenia	Slovenia-MPXV-32-2022
MPXV/ITM_pt_31/Belgium/27-May-2022_Belgium_2022-05-27	ON950045	2022-05-27	Western Europe	Belgium	MPXV/ITM_pt_31/Belgium/27-May-2022
MPXV/ITM_pt_25/Belgium/16-Jun-2022_Belgium_2022-06-16	OP144214	2022-06-16	Western Europe	Belgium	MPXV/ITM_pt_25/Belgium/16-Jun-2022
MPXV/ITM_pt_16/Belgium/10-Jun-2022_Belgium_2022-06-10	OP144212	2022-06-10	Western Europe	Belgium	MPXV/ITM_pt_16/Belgium/10-Jun-2022
B1118356_USA_2022-08-18	OP531890	2022-08-18	North America	USA	B1118356
hMpxV/Human/USA/IL-RIPHL-MPXV_10004/2022_USA_2022-08-19	OP820453	2022-08-19	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10004/2022
ANT-LDSP-ANT-MPX-23106-L_Colombia_2022-08-22	OP477448	2022-08-22	South America	Colombia	ANT-LDSP-ANT-MPX-23106-L
MPXV/Human/USA/CA-LACPHL-MA00292/2022_USA_2022-10-07	OP890550	2022-10-07	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00292/2022
MPXV/Human/USA/CA-LACPHL-MA00322/2022_USA_2022-10-31	OP890526	2022-10-31	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00322/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00280/2022_USA_2022-10-17	OP748966	2022-10-17	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00280/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00263/2022_USA_2022-09-30	OP748949	2022-09-30	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00263/2022
Slovenia-MPXV-28-2022_Slovenia_2022-07-13	OP605570	2022-07-13	Central Europe	Slovenia	Slovenia-MPXV-28-2022
Slovenia-MPXV-36-2022_Slovenia_2022-07-31	OP605578	2022-07-31	Central Europe	Slovenia	Slovenia-MPXV-36-2022
Slovenia-MPXV-44-2022_Slovenia_2022-08-01	OP605585	2022-08-01	Central Europe	Slovenia	Slovenia-MPXV-44-2022
Slovenia-MPXV-40-2022_Slovenia_2022-08-01	OP605581	2022-08-01	Central Europe	Slovenia	Slovenia-MPXV-40-2022
MPXV/Germany/2022/RKI02_Germany_2022-05-31	ON637939	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI02
MPXV_UK_2022_9000143_UnitedKingdom_2022-06-16	OP205106	2022-06-16	Western Europe	United Kingdom	MPXV_UK_2022_9000143
MPXV_USA_2022_IL0044_USA_2022-06-01	OP303790	2022-06-01	North America	USA	MPXV_USA_2022_IL0044
Monkeypox/PT0031/2022_Portugal_2022-05-26	ON843170	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0031/2022
MPXV_USA_2022_FL0011_USA_2022-06-30	OP225967	2022-06-30	North America	USA	MPXV_USA_2022_FL0011
MPX_dTfiMV_9000200_UnitedKingdom_2022-07-01	OP415181	2022-07-01	Western Europe	United Kingdom	MPX_dTfiMV_9000200
MPXV_UK_2022_9000064_UnitedKingdom_2022-06-06	OP205070	2022-06-06	Western Europe	United Kingdom	MPXV_UK_2022_9000064
MPXV_USA_2022_TX0015_USA_2022-06-30	OP450986	2022-06-30	North America	USA	MPXV_USA_2022_TX0015
MPXV_UK_2022_9000160_UnitedKingdom_2022-07-05	OP205118	2022-07-05	Western Europe	United Kingdom	MPXV_UK_2022_9000160
Monkeypox/PT0404/2022_Portugal_2022-07-19	OP555500	2022-07-19	Southern Europe	Portugal	Monkeypox/PT0404/2022
MPX_AooXJI_9000248_UnitedKingdom_2022-08-01	OP415219	2022-08-01	Western Europe	United Kingdom	MPX_AooXJI_9000248
MPXV/Germany/2022/RKI631_Germany_2022-10-01	OQ159026	2022-10-01	Western Europe	Germany	MPXV/Germany/2022/RKI631
MPXV/Germany/2022/RKI158_Germany_2022-07-24	ON959172	2022-07-24	Western Europe	Germany	MPXV/Germany/2022/RKI158
MPX/Human/USA/CA-LACPHL-MA00116/2022_USA_2022-09-14	OP539901	2022-09-14	North America	USA	MPX/Human/USA/CA-LACPHL-MA00116/2022
hMPX/Human/USA/CA-LACPHL-MA00034/2022_USA_2022-08-13	OP440549	2022-08-13	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00034/2022
MPX_bSkpM3_9000334_UnitedKingdom_2022-08-24	OP415272	2022-08-24	Western Europe	United Kingdom	MPX_bSkpM3_9000334
MPXV_UK_2022_9000065_UnitedKingdom_2022-06-06	OP205071	2022-06-06	Western Europe	United Kingdom	MPXV_UK_2022_9000065
MPXV/Germany/2022/RKI357_Germany_2022-09-01	OP484678	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI357
B1118431_USA_2022-09-27	OP935994	2022-09-27	North America	USA	B1118431
MPXV_USA_2022_DE0001_USA_2022-09-01	OP881944	2022-09-01	North America	USA	MPXV_USA_2022_DE0001
MPXV/Germany/2022/RKI396_Germany_2022-09-01	OP523999	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI396
MPXV/Germany/2022/RKI055_Germany_2022-06-30	ON813259	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI055
MPX_WOcPOH_9000297_UnitedKingdom_2022-08-31	OP415252	2022-08-31	Western Europe	United Kingdom	MPX_WOcPOH_9000297
PrEV_case_2_Belgium_2022-10-02	OP727822	2022-10-02	Western Europe	Belgium	PrEV_case_2
MPX_ev2D41_9000352_UnitedKingdom_2022-08-01	OP415278	2022-08-01	Western Europe	United Kingdom	MPX_ev2D41_9000352
MPXV_UK_2022_9000134_UnitedKingdom_2022-07-04	OP205100	2022-07-04	Western Europe	United Kingdom	MPXV_UK_2022_9000134
MPXV_UK_2022_9000133_UnitedKingdom_2022-07-05	OP205099	2022-07-05	Western Europe	United Kingdom	MPXV_UK_2022_9000133
MPXV_USA_2022_NC0009_USA_2022-07-25	OP687936	2022-07-25	North America	USA	MPXV_USA_2022_NC0009
MPX_42KDT6_9000240_UnitedKingdom_2022-07-25	OP415214	2022-07-25	Western Europe	United Kingdom	MPX_42KDT6_9000240
MpxV/human/CAN/UN-NML-4112/2022_Canada_2022-06-30	OP279036	2022-06-30	North America	Canada	MpxV/human/CAN/UN-NML-4112/2022
Monkeypox/PT0313/2022_Portugal_2022-06-03	OP414346	2022-06-03	Southern Europe	Portugal	Monkeypox/PT0313/2022
MPXV_UK_2022_9000070_UnitedKingdom_2022-06-09	OP205076	2022-06-09	Western Europe	United Kingdom	MPXV_UK_2022_9000070
Monkeypox/PT0379/2022_Portugal_2022-07-06	OP555475	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0379/2022
PatientMPXV_France_2022-06-10	OP204840	2022-06-10	Western Europe	France	PatientMPXV
MPXV_UK_2022_9000148_UnitedKingdom_2022-06-14	OP205111	2022-06-14	Western Europe	United Kingdom	MPXV_UK_2022_9000148
MPX_V5dRAI_9000247_UnitedKingdom_2022-07-30	OP415218	2022-07-30	Western Europe	United Kingdom	MPX_V5dRAI_9000247
Monkeypox/PT0493/2022_Portugal_2022-08-11	OP555568	2022-08-11	Southern Europe	Portugal	Monkeypox/PT0493/2022
Monkeypox/PT0270/2022_Portugal_2022-06-16	OP414310	2022-06-16	Southern Europe	Portugal	Monkeypox/PT0270/2022
MPX_cmjxZM_9000205_UnitedKingdom_2022-06-01	OP415186	2022-06-01	Western Europe	United Kingdom	MPX_cmjxZM_9000205
MPXV_UK_2022_9000071_UnitedKingdom_2022-06-09	OP205077	2022-06-09	Western Europe	United Kingdom	MPXV_UK_2022_9000071
MPX_diQWGf_9000250_UnitedKingdom_2022-08-01	OP415221	2022-08-01	Western Europe	United Kingdom	MPX_diQWGf_9000250
MPXV_UK_2022_9000093_UnitedKingdom_2022-05-30	OP205084	2022-05-30	Western Europe	United Kingdom	MPXV_UK_2022_9000093
MPX_2v76E1_9000222_UnitedKingdom_2022-07-23	OP415198	2022-07-23	Western Europe	United Kingdom	MPX_2v76E1_9000222
MPX_2v76E1_9000221_UnitedKingdom_2022-07-23	OP415197	2022-07-23	Western Europe	United Kingdom	MPX_2v76E1_9000221
MPX_12DvO8_9000251_UnitedKingdom_2022-08-21	OP415222	2022-08-21	Western Europe	United Kingdom	MPX_12DvO8_9000251
MPX_K1dQNt_9000224_UnitedKingdom_2022-07-25	OP415200	2022-07-25	Western Europe	United Kingdom	MPX_K1dQNt_9000224
MPX_K1dQNt_9000223_UnitedKingdom_2022-07-01	OP415199	2022-07-01	Western Europe	United Kingdom	MPX_K1dQNt_9000223
MpxV/Spain/MD-HGUGM-6513479/2022_Spain_2022-05-27	ON720848	2022-05-27	Southern Europe	Spain	MpxV/Spain/MD-HGUGM-6513479/2022
MPXV_UK_2022_9000103_UnitedKingdom_2022-06-13	OP205091	2022-06-13	Western Europe	United Kingdom	MPXV_UK_2022_9000103
MPXV_UK_2022_9000147_UnitedKingdom_2022-06-14	OP205110	2022-06-14	Western Europe	United Kingdom	MPXV_UK_2022_9000147
MPXV/Germany/2022/RKI362_Germany_2022-09-01	OP484683	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI362
hMPXV-IHU00012_France_2022-07-19	OP382489	2022-07-19	Western Europe	France	hMPXV-IHU00012
MPXV/Germany/2022/ON/RKI606_Germany_2022-09-01	OP863256	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI606
MPXV/Germany/2022/RKI373_Germany_2022-09-01	OP484694	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI373
ANT-LDSP-ANT-MPX-22702-C_Colombia_2022-08-17	OP431398	2022-08-17	South America	Colombia	ANT-LDSP-ANT-MPX-22702-C
INS-MPXV-0015-L1_Colombia_2022-07-21	OP295382	2022-07-21	South America	Colombia	INS-MPXV-0015-L1
LBMB-UTP_MP-019_VAC_Colombia_2022-11-11	OQ148472	2022-11-11	South America	Colombia	LBMB-UTP_MP-019_VAC
ANT-LDSP-ANT-MPX-28354C_Colombia_2022-10-14	OQ261707	2022-10-14	South America	Colombia	ANT-LDSP-ANT-MPX-28354C
LBMB-UTP_MP-002_TOL_Colombia_2022-09-17	OQ148461	2022-09-17	South America	Colombia	LBMB-UTP_MP-002_TOL
ANT-LDSP-ANT-MPX-28772C_Colombia_2022-10-21	OQ261711	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28772C
ANT-LDSP-ANT-MPX-28299E_Colombia_2022-10-13	OQ261704	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28299E
ANT-LDSP-ANT-MPX-28209E_Colombia_2022-10-13	OQ261699	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28209E
ANT-LDSP-ANT-MPX-26255C_Colombia_2022-09-26	OP881934	2022-09-26	South America	Colombia	ANT-LDSP-ANT-MPX-26255C
ANT-LDSP-ANT-MPX-28305C_Colombia_2022-10-13	OQ261705	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28305C
ANT-LDSP-ANT-MPX-26238E_Colombia_2022-09-26	OP881931	2022-09-26	South America	Colombia	ANT-LDSP-ANT-MPX-26238E
ANT-LDSP-ANT-MPX-23553-C_Colombia_2022-08-29	OP459210	2022-08-29	South America	Colombia	ANT-LDSP-ANT-MPX-23553-C
MPXV/Germany/2022/ON/RKI511_Germany_2022-10-01	OP689664	2022-10-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI511
ANT-LDSP-ANT-MPX-24939C_Colombia_2022-09-12	OP642398	2022-09-12	South America	Colombia	ANT-LDSP-ANT-MPX-24939C
ANT-LDSP-ANT-MPX-28290C_Colombia_2022-10-13	OQ261701	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28290C
ANT-LDSP-ANT-MPX-22980_Colombia_2022-08-19	OP477446	2022-08-19	South America	Colombia	ANT-LDSP-ANT-MPX-22980
ANT-LDSP-ANT-MPX-28766E_Colombia_2022-10-21	OQ261709	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28766E
ANT-LDSP-ANT-MPX-28207C_Colombia_2022-10-13	OQ261698	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28207C
ANT-LDSP-ANT-MPX-24913-O_Colombia_2022-09-09	OP642386	2022-09-09	South America	Colombia	ANT-LDSP-ANT-MPX-24913-O
ANT-LDSP-ANT-MPX-25513O_Colombia_2022-09-14	OP642423	2022-09-14	South America	Colombia	ANT-LDSP-ANT-MPX-25513O
ANT-LDSP-ANT-MPX-23603-O_Colombia_2022-08-29	OP459212	2022-08-29	South America	Colombia	ANT-LDSP-ANT-MPX-23603-O
ANT-LDSP-ANT-MPX-22815-L_Colombia_2022-08-18	OP477444	2022-08-18	South America	Colombia	ANT-LDSP-ANT-MPX-22815-L
ANT-LDSP-ANT-MPX-25285O_Colombia_2022-09-13	OP642408	2022-09-13	South America	Colombia	ANT-LDSP-ANT-MPX-25285O
ANT_INS_MPX_0024_L_Colombia_2022-08-07	OP693650	2022-08-07	South America	Colombia	ANT_INS_MPX_0024_L
ANT-LDSP-ANT-MPX-22607-L_Colombia_2022-08-16	OP431397	2022-08-16	South America	Colombia	ANT-LDSP-ANT-MPX-22607-L
ANT-LDSP-ANT-MPX-23651-L_Colombia_2022-08-30	OP459216	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23651-L
ANT-LDSP-ANT-MPX-22395-C_Colombia_2022-08-11	OP431396	2022-08-11	South America	Colombia	ANT-LDSP-ANT-MPX-22395-C
ANT-LDSP-ANT-MPX-23683-L_Colombia_2022-08-30	OP459219	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23683-L
ANT-LDSP-ANT-MPX-23315-L_Colombia_2022-08-24	OP477456	2022-08-24	South America	Colombia	ANT-LDSP-ANT-MPX-23315-L
ANT-LDSP-ANT-MPX-23266_Colombia_2022-08-23	OP477457	2022-08-23	South America	Colombia	ANT-LDSP-ANT-MPX-23266
ANT-LDSP-ANT-MPX-28603C_Colombia_2022-10-18	OQ261708	2022-10-18	South America	Colombia	ANT-LDSP-ANT-MPX-28603C
ANT-LDSP-ANT-MPX-28830C_Colombia_2022-10-21	OQ261713	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28830C
ANT-LDSP-ANT-MPX-23655-L_Colombia_2022-08-30	OP459218	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23655-L
ANT-LDSP-ANT-MPX-23654-O_Colombia_2022-08-30	OP459217	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23654-O
ANT-LDSP-ANT-MPX-25340L_Colombia_2022-09-13	OP642412	2022-09-13	South America	Colombia	ANT-LDSP-ANT-MPX-25340L
ANT-LDSP-ANT-MPX-24728-L_Colombia_2022-09-08	OP642381	2022-09-08	South America	Colombia	ANT-LDSP-ANT-MPX-24728-L
ANT-LDSP-ANT-MPX-25342E_Colombia_2022-09-04	OP642414	2022-09-04	South America	Colombia	ANT-LDSP-ANT-MPX-25342E
ANT-LDSP-ANT-MPX-22769-L_Colombia_2022-08-17	OP431401	2022-08-17	South America	Colombia	ANT-LDSP-ANT-MPX-22769-L
ANT-LDSP-ANT-MPX-24914-L_Colombia_2022-09-09	OP642387	2022-09-09	South America	Colombia	ANT-LDSP-ANT-MPX-24914-L
ANT-LDSP-ANT-MPX-26237E_Colombia_2022-09-26	OP881930	2022-09-26	South America	Colombia	ANT-LDSP-ANT-MPX-26237E
ANT-LDSP-ANT-MPX-22748-C_Colombia_2022-08-17	OP431399	2022-08-17	South America	Colombia	ANT-LDSP-ANT-MPX-22748-C
ANT-LDSP-ANT-MPX-28205C_Colombia_2022-10-13	OQ261696	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28205C
SUC-UNIMOL-MPX-293401-L_Colombia_2022-11-10	OP959057	2022-11-10	South America	Colombia	SUC-UNIMOL-MPX-293401-L
QUI_INS_MPX_0967_L_Colombia_2022-10-15	OP819958	2022-10-15	South America	Colombia	QUI_INS_MPX_0967_L
ANT-LDSP-ANT-MPX-28297C_Colombia_2022-10-13	OQ261703	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28297C
ANT-LDSP-ANT-MPX-24387-C_Colombia_2022-09-06	OP642390	2022-09-06	South America	Colombia	ANT-LDSP-ANT-MPX-24387-C
ANT-LDSP-ANT-MPX-23628-C_Colombia_2022-08-30	OP459213	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23628-C
ANT-LDSP-ANT-MPX-24915-L_Colombia_2022-09-09	OP642388	2022-09-09	South America	Colombia	ANT-LDSP-ANT-MPX-24915-L
ANT-LDSP-ANT-MPX-24593-O_Colombia_2022-09-07	OP642377	2022-09-07	South America	Colombia	ANT-LDSP-ANT-MPX-24593-O
ANT-LDSP-ANT-MPX-23551-O_Colombia_2022-08-29	OP459209	2022-08-29	South America	Colombia	ANT-LDSP-ANT-MPX-23551-O
ANT-LDSP-ANT-MPX-26261O_Colombia_2022-09-26	OP881936	2022-09-26	South America	Colombia	ANT-LDSP-ANT-MPX-26261O
